id,userid,published,last_updated,location,installer_name,installer_url,url,share,hp_model,hp_type,hp_output,refrigerant,dhw_method,cylinder_volume,dhw_coil_hex_area,new_radiators,old_radiators,fan_coil_radiators,UFH,hydraulic_separation,flow_temp,flow_temp_typical,wc_curve,freeze,zone_number,space_heat_control_type,dhw_control_type,dhw_target_temperature,legionella_frequency,legionella_target_temperature,property,floor_area,heat_demand,heat_loss,age,insulation,electricity_tariff,electricity_tariff_type,electricity_tariff_unit_rate_all,electricity_tariff_unit_rate_hp,solar_pv_generation,solar_pv_self_consumption,solar_pv_divert,battery_storage_capacity,electric_meter,heat_meter,metering_inc_boost,metering_inc_central_heating_pumps,metering_inc_brine_pumps,metering_inc_controls,notes,mid_metering,kwh_m2,design_temp,water_heat_demand,EPC_spaceheat_demand,EPC_waterheat_demand,heatgeek,indoor_temperature,betateach,emoncmsorg_userid,installer_logo,ultimaterenewables,heatingacademy,youtube,data_flag,data_flag_note,hp_max_output,measured_base_DT,measured_design_DT,measured_heat_loss,measured_heat_loss_range,hp_max_output_test,volumiser,legionella_immersion,metering_inc_immersion,uses_backup_heater,metering_inc_secondary_heating_pumps,weighted_average_flow_minus_outside,measured_mean_flow_temp_coldest_day,measured_max_flow_temp_coldest_day,measured_outside_temp_coldest_day,measured_emitter_spec,measured_system_volume,weighted_average_ideal_carnot,weighted_flow_temp,latitude,longitude,stats.id,stats.timestamp,stats.combined_elec_kwh,stats.combined_heat_kwh,stats.combined_cop,stats.combined_data_length,stats.combined_elec_mean,stats.combined_heat_mean,stats.combined_flowT_mean,stats.combined_returnT_mean,stats.combined_outsideT_mean,stats.combined_roomT_mean,stats.combined_prc_carnot,stats.running_elec_kwh,stats.running_heat_kwh,stats.running_cop,stats.running_data_length,stats.running_elec_mean,stats.running_heat_mean,stats.running_flowT_mean,stats.running_returnT_mean,stats.running_outsideT_mean,stats.running_roomT_mean,stats.running_prc_carnot,stats.space_elec_kwh,stats.space_heat_kwh,stats.space_cop,stats.space_data_length,stats.space_elec_mean,stats.space_heat_mean,stats.space_flowT_mean,stats.space_returnT_mean,stats.space_outsideT_mean,stats.space_roomT_mean,stats.space_prc_carnot,stats.water_elec_kwh,stats.water_heat_kwh,stats.water_cop,stats.water_data_length,stats.water_elec_mean,stats.water_heat_mean,stats.water_flowT_mean,stats.water_returnT_mean,stats.water_outsideT_mean,stats.water_roomT_mean,stats.water_prc_carnot,stats.cooling_elec_kwh,stats.cooling_heat_kwh,stats.cooling_cop,stats.cooling_data_length,stats.cooling_elec_mean,stats.cooling_heat_mean,stats.cooling_flowT_mean,stats.cooling_returnT_mean,stats.cooling_outsideT_mean,stats.cooling_roomT_mean,stats.cooling_prc_carnot,stats.combined_cooling_kwh,stats.combined_starts,stats.combined_starts_per_hour,stats.from_energy_feeds_elec_kwh,stats.from_energy_feeds_heat_kwh,stats.from_energy_feeds_cop,stats.quality_elec,stats.quality_heat,stats.quality_flowT,stats.quality_returnT,stats.quality_outsideT,stats.quality_roomT,stats.error_air,stats.error_air_kwh,stats.unit_rate_agile,stats.unit_rate_cosy,stats.unit_rate_go
249,268,1,1720117381,Surrey,Senergy Heating,https://senergyheating.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=6fdd5a8aed789bd0a3bc40bd4e0e3a7a,1,Nibe F2050,Air Source,8.3,R32,Cylinder with coil,200,2.0,1,0,0,0,Buffer,50.0,35,9.0,Central heat pump water circulation,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 3-6C,50.0,Monthly,60,End-terrace,80.0,11100,7.7,1940 to 1982,Some insulation in walls and loft,,Single fixed rate,29,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,,1,139,-2.0,3700,11041,2144,1,1,,0,senergyheating.jpg,0,0,https://www.youtube.com/@senergyheating,0,,8.3,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0.0,44.2,0.0,0.0,0.0,0,0.0,0.0,51.2715316,-0.3414523511290909,249,False,1857.72,6496.64,3.4971039769179426,21238500,611.458,2238.94,31.7592,29.229700000000005,8.46706,19.8907,50.3875,1713.93,6297.42,3.6742574084122452,6493670,988.792,3673.56,35.6201,31.7735,8.00328,19.8408,48.81620000000001,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,265.855,2121,0.3595169150363726,1886.6,6710.0,3.5566627796035197,81.396,82.6488,82.6488,82.6488,82.6297,82.5373,840,0.0,0.0,0.0,0.0
250,272,1,1715363555,Nottingham,Ipsum Renewables,https://ipsumrenewables.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=b3a7b99ad8fc6d53a53fd4182026dd92,1,Samsung Gen 7,Air Source,5.0,R290,Phase change store,212,0.0,1,0,0,0,None,40.0,37.8,0.0,Anti-freeze valves,1,Weather compensation with a little room influence,Daily scheduled heat up of tank,65.0,No cylinder,0,Detached,103.0,8163,4.86,2012 or newer,"Fully insulated walls, floors and loft",Octopus Flux,On peak & Off peak,23.77,,3600,0,0,14,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,,1,79,-3.4,1850,4744,1850,0,0,,0,ipsumrenewables.png,0,0,https://www.youtube.com/watch?v=lEqhXquAWdY,0,,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.9534193,-1.1496461,250,False,933.248,3040.62,3.258105026745302,21050500,313.015,1036.97,29.5447,28.0814,8.51551,21.1327,45.5802,886.382,2995.33,3.379276654986225,3714790,933.2359999999999,3106.5499999999997,39.854,37.1041,8.53893,21.0102,44.9337,468.288,1863.59,3.9795809416427494,2740050,626.093,2494.66,34.6104,31.9575,5.87897,20.5235,48.7441,418.095,1131.74,2.706896757913871,974740,1575.82,4337.72,50.8028,47.8416,12.9554,21.802,40.0543,0.0,0.0,,0,,,,,,,,121.135,2855,0.48825443576162086,948.285,3138.0,3.3091317483667884,99.4449,99.4453,99.4453,99.4453,99.983,98.8896,440,0.0224975,0.0,0.0,0.0
251,276,1,1728600531,"Ottawa, Canada",,,https://emoncms.org/app/view?name=BurloDX2W_Mirror&readkey=215c15ae97c1685c4b063e278072fc43,1,Gree Flexx,Air Source,7.0,R410A,None,0,0.0,1,0,0,1,Buffer,40.56,26.6,0.0,Central heat pump water circulation,1,Weather compensation with simple set point control,Not applicable,0.0,,0,Detached,167.0,17000,3.66,1940 to 1982,"Fully insulated walls, floors and loft",,On peak & Off peak,7.6,,0,0,0,0,Other electricity meter,Heat pump integration,1,1,0,1,"FLEXX36HP230V paired with ThermAtlantic DX2W. Split system, no water goes outside. Heat pump maintains temperature of 300L buffer. Radiant cooling possible. IotaWatt Power Monitor.",0,120,-25.0,0,0,0,0,1,,0,,0,0,,0,,0.0,5.0,43.0,7.0,0.5,0.0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,45.4208777,-75.6901106,251,False,2383.43,6243.9,2.619711927767965,10990600,1447.06,3523.3,31.6116,30.2952,-1.75372,20.4183,39.075,2309.98,6243.59,2.702876215378488,4414460,1973.1100000000001,5380.14,32.1052,30.324699999999996,-2.01845,20.4023,39.073,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,139.351,1727,0.5656834021800448,2383.78,6244.79,2.6197006435157606,99.3805,99.3802,99.3475,99.3475,99.2677,99.3806,560,0.0175647,0.0,0.0,0.0
252,277,1,1732395924,"Silkeborg, Denmark",,,https://emoncms.org/app/view?name=NIBE_S2125&readkey=4227fb62c9bf3e9a4fcd0c8caa89768a,1,NIBE S2125,Air Source,7.6,R290,Cylinder with coil,178,0.0,0,0,0,1,None,33.0,27,4.0,Central heat pump water circulation,11,Weather compensation with a little room influence,Automatic top up of tank if temperature drops by 3-6C,48.0,Disabled,0,Detached,200.0,15400,6.0,1983 to 2011,"Fully insulated walls, floors and loft",,,0,,0,0,0,0,Heat pump integration,Heat pump integration,0,1,0,1,,0,77,-5.0,2500,0,0,0,0,,0,,0,0,,0,,8.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,56.169453,9.5495141,252,False,1740.53,7238.49,4.158784967797165,20708300,665.373,2592.08,29.6694,27.0493,6.363060000000001,,54.8927,1701.12,7221.26,4.2450032919488345,9068180,754.22,3029.14,31.3352,28.3169,6.2108,,54.7826,1288.27,5873.21,4.558989963284095,7542210,725.3379999999999,3066.01,28.342099999999995,25.9713,4.87542,,56.5423,412.854,1348.05,3.265197866558154,1525970,1010.4600000000002,3315.12,48.1517,41.468,12.3809,,49.6285,0.0,0.0,,0,,,,,,,,412.962,1852,0.3219578623064182,1739.01,7232.28,4.15884900029327,99.452,99.4534,99.4539,99.4544,99.457,0.0,760,0.0358889,0.0,0.0,0.0
254,279,1,1726062087,Angus,Renewable Tech Collective,https://renewabletechcollective.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=0040c810375e6ac54bd4313eacc401d7,1,Vaillant Arotherm+,Air Source,7.0,R290,Cylinder with coil,150,1.0,1,0,0,0,None,45.0,32,0.55,Anti-freeze valves,1,Weather compensation with a little room influence,Automatic top up of tank if temperature drops by 3-6C,48.0,Weekly,60,Semi-detached,84.0,20024,6.39,1900 to 1939,Some insulation in walls and loft,OVO Heat Pump,Single fixed rate,24.5,,0,0,1,0,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,,1,238,-5.4,4745,10652,2549,1,1,,0,renewabletechcollective.png,0,1,,0,,7.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,56.666667,-2.916667,254,False,1617.7,6822.22,4.217234345057798,20338200,400.898,1622.4500000000003,27.9956,26.6109,7.76067,20.65,45.6055,1550.04,6648.75,4.28940543469846,7976000,696.3869999999998,3012.68,30.074899999999996,27.532199999999996,7.46212,20.5985,44.5899,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,98.338,3271,0.5789892910877069,1618.76,7171.25,4.430088462773975,99.3421,99.3227,99.3227,99.3227,99.9824,99.3474,301960,160.442,0.0,0.0,0.0
280,304,1,1727339395,"Taunton, Somerset",Rickman Heat,https://www.rickmanheat.com/,https://emoncms.org/app/view?name=MyHeatpump&readkey=fa19b380a851334879a035ce7e5865b8,1,Vaillant Arotherm+,Air Source,7.0,R290,Cylinder with coil,300,6.0,1,0,0,1,None,40.0,0,0.55,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,45.0,Disabled,55,Detached,166.0,16154,8.13,1940 to 1982,"Cavity wall, plus some loft insulation",Octopus Agile / Cosy,Variable half hourly,12,,10000,70,0,30,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,In service date 25th June 2024,1,107,-2.29,4661,0,0,1,1,,0,,0,0,,0,,8.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,43.68,0.0,0.0,0.0,0,0.0,0.0,51.0147895,-3.1029086,280,False,1393.79,6757.89,4.848571162083241,16785900,538.713,2518.4399999999996,29.7901,27.8995,9.8035,21.9817,50.2064,1358.14,6664.73,4.907248148202688,5932210,848.5979999999998,4140.9,32.0945,29.1211,9.68007,21.9654,49.5864,1073.14,5404.45,5.036108988575581,5233620,754.042,3751.77,31.010200000000005,28.3179,8.45544,21.8983,51.055499999999995,285.005,1260.28,4.421957509517377,698590,1473.39,6570.25,39.3118,34.5793,15.7337,22.3348,43.5844,0.0,0.0,,0,,,,,,,,57.954,1156,0.2479223634121495,1396.19,6834.0,4.894749281974516,99.1229,99.2373,99.2373,99.2373,96.069,99.2642,0,0.0,0.0,0.0,0.0
369,294,1,1727664563,Devon,SM Plumbing,http://www.smplumbingandheating.org.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=0c28b084eb788ec98e22443acd313c87,1,Vaillant Arotherm+,Air Source,7.0,R290,Cylinder with coil,170,0.58,0,0,0,1,None,40.0,40,0.6,Anti-freeze valves,3,"Pure weather compensation, no room influence",Twice daily scheduled heat up of tank,50.0,Disabled,60,Detached,186.0,11328,7.33,Pre-1900,Some insulation in walls and loft,,,,,7,58,0,9,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,,1,,-2.0,3759,,,0,1,,0,,0,0,,0,,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,50.724140500000004,-3.6607788161410735,369,False,1278.8,5712.83,4.467336565530185,14831800,580.877,2548.08,26.9758,25.1273,9.25054,22.9949,45.8442,1240.61,5631.84,4.539573274437576,5149090,926.4530000000001,4135.62,29.657999999999998,26.684199999999997,9.23398,22.9189,45.2948,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,92.983,1137,0.27597459512668726,1281.76,5785.0,4.513325427537136,98.6855,98.6721,98.6721,98.6721,99.9761,97.4557,0,0.0,0.0,0.0,0.0
256,101,1,1727980368,Aylesbury ,Custom Renewables ,https://custom-renewables.com/,https://emoncms.org/app/view?name=Myheatpump&readkey=dc11cd0d90d9effb1dba4e008a3fd643,1,Viessmann Vitocal 150A,Air Source,16.0,R290,Cylinder with coil,250,6.0,1,0,0,1,None,40.0,0,0.0,Central heat pump water circulation,0,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 6-10C,50.0,Disabled,0,Detached,192.0,29556,12.31,Pre-1900,Solid walls,,,0,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),0,1,0,1,VI2024 | Grade 2 listed house ,1,154,-3.0,0,0,0,1,1,,0,custom-renewables.png,0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.8161412,-0.8130383,256,False,3505.58,16537.5,4.717478990637783,21964400,1127.5,4993.86,30.2791,27.3719,8.56043,18.74,52.5949,3337.09,16417.4,4.919675525682556,10212000,1314.84,6123.89,31.7965,28.2412,8.24953,18.7145,52.2527,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,84.167,755,0.12374569758336217,3509.64,16561.6,4.718888546973479,99.3038,99.3039,99.3039,99.3039,99.9837,92.366,0,0.0,0.0,0.0,0.0
257,288,1,1728120491,Aberdeenshire,British Gas,https://www.britishgas.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=ae90cf3be514878216745c6c8ac0b375,1,Daikin Altherma 3,Air Source,6.0,R32,Cylinder with plate heat exchanger,150,3.0,1,0,0,0,None,45.0,35,0.0,Anti-freeze valves,1,Manual flow temperature control,Manual control of tank temperature,43.0,Other,60,Semi-detached,70.0,0,5.2,1940 to 1982,"Cavity wall, plus some loft insulation",,Single fixed rate,22.89,,0,0,0,0,"OpenEnergyMonitor EmonPi v2, EmonTx4 or newer",Other heat meter,0,1,0,0,"Daikin EDLA06E2V3 monitored using emonPi2, no independent flowmeter fitted so simulated Heat Output and simulated COP only available. Since mid February instal Daikin display gives  overall COP = 4.17, Hot Water = 3.39, Heating =4.28.",0,0,-3.5,0,0,0,0,1,,0,britishgas.png,0,0,,0,,5.9,3.0,23.0,4.0,0.5,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,57.166667,-2.666667,257,False,1942.0,7376.84,3.7985787847579817,21782400,476.2540000000001,1738.5,31.6512,27.8916,7.93081,21.2996,43.9349,1900.22,7374.28,3.8807506499247455,11339300,632.4,2451.76,34.3967,29.7487,7.87642,21.5982,43.9292,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,1431,0.2365028646981049,1679.27,7387.16,4.399030531123643,99.5512,99.6058,99.8812,99.8812,98.7739,99.5648,39530,6.65392,0.0,0.0,0.0
258,172,1,1717455892,Hook,Urban Plumbers,https://www.urbanplumbers.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=c7f9e8b5411b994bddfa86484725913d,1,Vaillant Arotherm+,Air Source,7.0,R290,Cylinder with coil,220,4.0,1,0,0,1,None,35.0,27,0.3,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,48.0,Weekly,70,Detached,245.0,14470,7.44,2012 or newer,"Fully insulated walls, floors and loft",,,0,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,,1,59,-2.0,4692,14470,4692,1,1,,0,urbanplumbers.png,0,1,https://youtu.be/O3eBxIFtHRQ?si=XhVaj0efHirrUot4,0,,8.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.3678984,-0.3071453,258,False,2230.91,9192.78,4.120641352631886,19646200,741.766,2992.88,29.030299999999997,26.638,8.93014,20.4145,46.7528,2185.09,9157.25,4.19078848010837,7467630,1088.49,4480.52,32.2838,29.0468,8.84869,20.345,46.5704,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,274.078,1116,0.20449756186947096,2232.11,9471.0,4.243070457997142,99.3422,99.2948,99.2948,99.2948,99.9818,99.3378,0,0.0,0.0,0.0,0.0
259,292,1,1730458996,Northampton,Octopus Energy Services,https://octopus.energy/get-a-heat-pump,https://emoncms.org/app/view?name=MyHeatpump&readkey=9c375902dd95e324bf892cdd23adf438,1,Daikin Altherma 3,Air Source,9.0,R32,Cylinder with plate heat exchanger,180,3.0,1,0,0,0,Buffer,50.0,0,0.0,Central heat pump water circulation,1,Weather compensation with significant room influence,Daily scheduled heat up of tank,48.0,Disabled,0,Detached,120.0,18000,7.3,1983 to 2011,"Cavity wall, plus some loft insulation",Intelligent Octopus Go,On peak & Off peak,7,,4300,100,1,27,Other Modbus/MBUS meter (class 1),Heat pump integration,1,1,0,1,,0,150,-3.0,8000,10134,3130,0,1,,0,octopus.png,0,0,,0,,9.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.23433665,-0.9028072768185829,259,False,1084.19,3295.59,3.0396793919884892,18560300,409.21,1286.9299999999998,27.3936,24.7089,9.23667,19.4183,36.8463,1014.85,3308.02,3.259614721387397,3599800,1105.8,3570.04,34.0952,31.191700000000004,9.08226,19.5872,36.9451,708.315,2480.84,3.502453004666003,3075940,856.0759999999999,3000.18,32.4763,29.719,7.5385100000000005,19.2801,38.9559,306.534,827.186,2.698513052385706,523860,2106.57,5760.08,39.9693,36.4587,13.6439,20.4182,31.5883,0.0,0.0,,0,,,,,,,,104.454,1820,0.35301153537388946,1091.85,3306.08,3.027961716352979,98.5468,98.1281,98.1279,98.129,98.1403,98.1396,3240,1.99689,0.0,0.0,0.0
260,293,1,1724420741,"Northwood, London","A.Millward, E.Harizi, T.Sullivan",https://homecomfortassured.co.uk,https://emoncms.org/app/view?name=MyHeatpump&readkey=302b6501d5ffca9ecd87bad32c725ab2,1,Vaillant Arotherm+,Air Source,7.0,R290,Cylinder with coil,300,6.0,1,1,0,0,None,40.0,30,0.6,Anti-freeze valves,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 3-6C,45.0,Weekly,65,Detached,198.0,0,0.0,1983 to 2011,"Cavity wall, plus some loft insulation",Octopus Flux,On peak & Off peak,0,,7000,100,0,28,SDM120 Modbus/MBUS Single Phase (class 1),Sharky heat meter (class 2),0,1,0,0, Special thanks to Tom Sullivan for making this possible  https://www.activephs.co.uk/,1,0,-3.0,0,0,0,1,0,,0,homecomfortassured.jpg,0,0,,0,,8.4,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,32.36,0.0,0.0,0.0,0,0.0,0.0,51.6051713,-0.4205812,260,False,2301.16,10966.2,4.765509569086896,18451900,700.155,3221.16,30.9792,28.6255,8.14998,,53.916599999999995,2264.7,10913.9,4.819137192564137,8527290,975.496,4669.39,33.3367,30.175199999999997,7.8296,,53.8942,1593.95,8066.31,5.060579064587974,6905620,856.384,4254.86,31.6402,28.6597,7.189870000000001,,54.8495,670.745,2847.6,4.245428590597022,1621670,1493.58,6402.819999999999,40.2753,36.3338,10.1606,,50.80700000000001,0.0,0.0,,0,,,,,,,,176.304,1560,0.3043589007094121,2302.47,11150.0,4.842625528237067,98.8871,98.8729,98.8849,98.8849,77.8523,0.0,0,0.0,0.0,0.0,0.0
261,258,1,1727363934,Guildford,Lotus Energy,https://www.lotusenergy.uk,https://emoncms.org/app/view?name=MyHeatpump&readkey=e1d431e5aed4c2d48d1be2da61089776,1,Vaillant Arotherm+,Air Source,7.0,R290,Cylinder with coil,200,6.0,1,0,0,0,None,45.0,37,0.8,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,42.0,Disabled,0,Detached,109.0,14596,8.4,Pre-1900,Non-insulated cavity wall,Ovo Variable with Heat Pump Plus and EV Anytime,On peak & Off peak,15,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,,1,134,-2.0,3057,0,0,1,1,,0,lotusenergy.png,0,1,,0,,8.4,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.2356068,-0.5732063,261,False,1614.57,6905.93,4.277256483150313,18475700,657.4849999999999,2665.32,32.2805,30.0154,8.38474,19.6994,51.5714,1573.45,6838.27,4.3460357812450345,6108630,956.345,4107.53,34.9496,31.61,8.20617,19.692199999999996,51.0967,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,130.907,1020,0.1987475440714019,1640.12,6920.45,4.219477843084652,98.7023,99.046,99.046,99.046,99.9808,99.1447,19280,8.94162,0.0,0.0,0.0
264,295,1,1717717990,St Albans,Active Heating And Renewables,https://active-renewables.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=8b1a1185c4685c0e60e5147239173583,1,Vaillant Arotherm+,Air Source,7.0,R290,Cylinder with coil,250,2.4,1,1,0,0,None,45.0,40,0.5,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,50.0,Disabled,65,Semi-detached,198.0,0,8.27,1940 to 1982,"Cavity wall, plus some loft insulation",,,0,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,,1,0,-2.0,0,0,0,1,1,,0,active-renewables.png,0,0,,0,,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.753051,-0.3379675,264,False,845.504,4132.94,4.888137726137309,19689800,371.017,1822.04,24.73,22.9488,7.33026,18.0316,53.8646,802.959,4075.44,5.075526894897498,3738050,844.098,4220.37,30.1754,27.1725,7.17093,17.9859,53.1261,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,47.808,1140,0.20843279261343436,846.253,4175.0,4.933512791092025,99.5161,99.5154,99.5154,99.5154,99.9818,99.3952,0,0.0,0.0,0.0,0.0
262,280,1,1727622135,"Sawtry, Cambridgeshire",Custom Renewables,https://custom-renewables.com/,https://emoncms.org/app/view?name=MyHeatpump&readkey=13d54a3fd38975d5abe5b1439a2cbe0a,1,Vaillant Arotherm+,Air Source,7.0,R290,Cylinder with coil,150,0.0,1,0,0,0,None,45.0,35,0.5,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,50.0,Fornightly,60,Detached,116.0,19572,6.44,1983 to 2011,"Fully insulated walls, floors and loft",Octopus Variable,Single fixed rate,28,,4000,0,1,0,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),0,1,0,1,,1,169,-3.0,4380,0,0,1,1,,0,custom-renewables.png,0,0,,0,,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.4380671,-0.2820551,262,False,939.888,4104.37,4.366871371908142,18988400,417.932,1790.77,27.058,25.4965,7.31608,19.6858,48.4791,886.185,4037.05,4.555538629067295,4289560,746.729,3408.3,30.2122,27.7183,6.85304,19.588,47.7405,624.1,2736.82,4.38522672648614,2942430,763.513,3356.4299999999994,30.8778,28.427099999999996,5.42387,19.5874,49.3724,30.0412,95.375,3.1748065989374594,70310,1539.16,4996.36,42.0044,38.353,7.94151,19.4445,43.149,0.0,0.0,,0,,,,,,,,64.77,1239,0.23490130816709148,983.055,4452.0,4.528739490669393,99.275,92.3416,92.3416,92.3416,99.9825,97.6663,1180,0.0,0.0,0.0,0.0
263,214,1,1717718263,"Heathfield, East-Sussex",Oakfield Heating,https://oakfieldheating.co.uk,https://emoncms.org/app/view?name=MyHeatpump&readkey=8198c76aabc1372df5ed135c2fdbd8e3,1,Viessmann Vitocal 151A,Air Source,10.0,R290,Cylinder with coil,190,0.0,1,0,0,1,Buffer,35.0,0,0.0,Central heat pump water circulation,2,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,52.0,Disabled,0,Semi-detached,140.0,0,0.0,1900 to 1939,"Fully insulated walls, floors and loft",,,0,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),0,1,0,1,,1,0,-3.36,0,0,0,1,1,,0,oakfieldheating.png,0,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,50.9717443,0.2517025,263,False,1649.52,5634.87,3.4160664920704207,19548800,658.189,2253.17,32.9798,31.930399999999995,8.81504,20.6892,45.3725,1494.88,5634.55,3.7692323129615755,5066930,1066.87,4040.21,36.3353,34.0115,8.714,21.2294,45.3663,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,89.438,998,0.18378621705680143,1841.59,5755.0,3.125016969032195,69.0183,68.9895,68.9895,68.9895,99.8094,17.0065,1200,0.286387,0.0,0.0,0.0
265,295,1,1722295802,Bricket Wood,Active Heating And Renewables,https://active-renewables.co.uk,https://emoncms.org/app/view?name=MyHeatpump&readkey=724ee8debffa2be3ae1293a1d336b3da,1,Viessmann Vitocal 151A,Air Source,4.0,R290,Cylinder with coil,180,2.4,0,1,0,0,None,45.0,10,0.4,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,50.0,Weekly,65,End-terrace,108.0,0,0.0,2012 or newer,"Fully insulated walls, floors and loft",,,0,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,0,0,0,indoor controls and primary pump not included,1,0,-2.0,0,3339,1831,1,1,,0,active-renewables.png,0,0,,0,,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.7055662,-0.3591176,265,False,679.909,2631.43,3.8702679329145515,21702500,252.872,980.714,30.1299,29.409400000000005,9.60002,20.4331,46.7146,647.282,2577.41,3.981896607660957,4033790,656.698,2591.43,35.3678,33.2407,9.00279,20.3991,45.7447,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,46.012,1452,0.24085704411934108,696.09,2717.0,3.9032309040497637,99.1671,98.8918,98.8918,98.8918,99.9836,98.921,0,0.0,0.0,0.0,0.0
